,summary,config,name
71,"{'_wandb': {'runtime': 34}, 'val_loss': 6.888784992042929e-05, '_timestamp': 1639559988, 'best_val_loss': 6.888784992042929e-05, 'binary_accuracy': 1, '_step': 110, 'binary_crossentropy': 5.560248439451244e-08, 'loss': 5.560248439451244e-08, 'epoch': 110, 'graph': {'path': 'media/graph/graph_summary_26f7aee1fcbbd45f15d1.graph.json', 'size': 741, '_type': 'graph-file', 'sha256': '26f7aee1fcbbd45f15d12422ed625bb2c0c072ca48bead8bc9fd2930098e0aa1'}, '_runtime': 37, 'best_epoch': 110, 'val_binary_accuracy': 1, 'val_binary_crossentropy': 6.888784992042929e-05}","{'epochs': 750, 'dropout_2': 0.3742997827904724, 'trainable': True, 'batch_size': 14, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 2474, 'train_split': 0.7}",giddy-sweep-391
72,"{'loss': 1.3631417459691876e-05, 'graph': {'path': 'media/graph/graph_summary_913a49439884e9620905.graph.json', 'size': 739, '_type': 'graph-file', 'sha256': '913a49439884e96209050fccfda617e8063dc34405c0891a4ffec6bd9fc3ac04'}, '_wandb': {'runtime': 46}, 'best_epoch': 169, '_step': 169, 'epoch': 169, '_timestamp': 1639559935, 'binary_accuracy': 1, 'binary_crossentropy': 1.3631417459691876e-05, '_runtime': 47, 'val_loss': 0.0012341480469331143, 'best_val_loss': 0.0012341480469331143, 'val_binary_accuracy': 1, 'val_binary_crossentropy': 0.0012341480469331143}","{'epochs': 750, 'dropout_2': 0.30705410275214046, 'trainable': False, 'batch_size': 7, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 636, 'train_split': 0.7}",bright-sweep-390
73,"{'loss': 0.000282965658698231, 'epoch': 174, 'binary_crossentropy': 0.000282965658698231, 'best_epoch': 174, 'binary_accuracy': 1, 'val_binary_accuracy': 1, 'val_binary_crossentropy': 0.6486403942108154, 'graph': {'size': 765, '_type': 'graph-file', 'sha256': '22df81852887bf93c6d648874020ed25b933e0481969ecbb1a2105e797c24e7e', 'path': 'media/graph/graph_summary_22df81852887bf93c6d6.graph.json'}, '_runtime': 49, '_timestamp': 1639559869, 'best_val_loss': 0.6486403942108154, '_step': 174, '_wandb': {'runtime': 48}, 'val_loss': 0.6486403942108154}","{'epochs': 750, 'dropout_2': 0.4991644728701898, 'trainable': True, 'batch_size': 20, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 27, 'train_split': 0.7}",crimson-sweep-389
74,"{'val_binary_crossentropy': 0.05648055300116539, 'loss': 4.755283669055643e-07, 'epoch': 146, 'best_epoch': 146, '_runtime': 45, 'val_loss': 0.05648055300116539, '_timestamp': 1639559802, 'binary_crossentropy': 4.755283669055643e-07, '_step': 146, 'best_val_loss': 0.05648055300116539, 'binary_accuracy': 1, 'graph': {'path': 'media/graph/graph_summary_b442b8711932482934a4.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': 'b442b8711932482934a4ea991318939f722cb3bc023a1bcecb90219066be8b94'}, '_wandb': {'runtime': 43}, 'val_binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.3692511727689556, 'trainable': True, 'batch_size': 31, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 1794, 'train_split': 0.7}",rural-sweep-388
75,"{'val_loss': 0.10380998998880386, 'best_val_loss': 0.10380998998880386, 'binary_accuracy': 1, 'binary_crossentropy': 4.759459443448577e-06, 'val_binary_accuracy': 1, 'graph': {'path': 'media/graph/graph_summary_c767e60024b26f535052.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': 'c767e60024b26f535052979029e4e6093c8841cf19dbfc13ea64d268c1a724bf'}, '_runtime': 35, 'val_binary_crossentropy': 0.10380998998880386, '_step': 97, '_wandb': {'runtime': 33}, '_timestamp': 1639559740, 'best_epoch': 97, 'loss': 4.759459443448577e-06, 'epoch': 97}","{'epochs': 750, 'dropout_2': 0.4684157652537992, 'trainable': False, 'batch_size': 21, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 1488, 'train_split': 0.7}",breezy-sweep-387
76,"{'best_val_loss': 0.18376144766807556, 'binary_accuracy': 1, 'binary_crossentropy': 3.2361316470996826e-07, 'val_binary_crossentropy': 0.18376144766807556, 'loss': 3.2361316470996826e-07, '_step': 332, '_runtime': 112, '_timestamp': 1639559685, 'val_binary_accuracy': 1, 'graph': {'path': 'media/graph/graph_summary_fdf691b0a6083168cb47.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': 'fdf691b0a6083168cb47a5d8da77c7115b6e2a7c0d3ca8dcf5713ec2b5029db1'}, '_wandb': {'runtime': 109}, 'val_loss': 0.18376144766807556, 'epoch': 332, 'best_epoch': 332}","{'epochs': 750, 'dropout_2': 0.10444737357020424, 'trainable': True, 'batch_size': 12, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 1736, 'train_split': 0.7}",glowing-sweep-386
77,"{'loss': 4.0639721987645316e-07, '_timestamp': 1639559557, 'best_val_loss': 0.08626899123191833, 'binary_crossentropy': 4.0639721987645316e-07, 'val_binary_accuracy': 1, 'val_binary_crossentropy': 0.08626899123191833, '_step': 494, '_runtime': 125, 'val_loss': 0.08626899123191833, 'graph': {'path': 'media/graph/graph_summary_ee7708a4070432a7fe50.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'ee7708a4070432a7fe5029b56e90e3db3935e24b217c8a1465d388e85124f4e2'}, 'best_epoch': 494, 'binary_accuracy': 1, 'epoch': 494, '_wandb': {'runtime': 122}}","{'epochs': 750, 'dropout_2': 0.050843307583466946, 'trainable': True, 'batch_size': 44, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 376, 'train_split': 0.7}",rose-sweep-385
78,"{'_step': 111, '_runtime': 37, '_timestamp': 1639559416, 'best_val_loss': 0.1457993984222412, 'binary_crossentropy': 2.814741492329631e-06, 'val_binary_accuracy': 1, '_wandb': {'runtime': 35}, 'val_loss': 0.1457993984222412, 'epoch': 111, 'binary_accuracy': 1, 'loss': 2.814741492329631e-06, 'graph': {'sha256': '7ee883929a7546167478898e2223cb9f46130f2867939a6d5b0ea6ed434f8532', 'path': 'media/graph/graph_summary_7ee883929a7546167478.graph.json', 'size': 771, '_type': 'graph-file'}, 'best_epoch': 111, 'val_binary_crossentropy': 0.1457993984222412}","{'epochs': 750, 'dropout_2': 0.4492450117779864, 'trainable': False, 'batch_size': 43, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 1877, 'train_split': 0.7}",likely-sweep-384
79,"{'epoch': 115, 'graph': {'path': 'media/graph/graph_summary_5a553b9824fd02150b32.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': '5a553b9824fd02150b326b608020c7eee6005f6f5e4edbaa42d8e736b492b721'}, 'best_val_loss': 0.09669571369886398, '_runtime': 40, '_timestamp': 1639559361, 'binary_accuracy': 1, 'val_binary_crossentropy': 0.09669571369886398, '_step': 115, '_wandb': {'runtime': 38}, 'val_loss': 0.09669571369886398, 'val_binary_accuracy': 1, 'loss': 6.050761953702022e-07, 'best_epoch': 115, 'binary_crossentropy': 6.050761953702022e-07}","{'epochs': 750, 'dropout_2': 0.29550524295534825, 'trainable': False, 'batch_size': 48, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 2333, 'train_split': 0.7}",ancient-sweep-383
80,"{'val_binary_crossentropy': 0.08403529971837997, '_timestamp': 1639559305, 'best_epoch': 432, '_runtime': 104, 'binary_accuracy': 1, 'loss': 7.234486929519335e-07, 'epoch': 432, 'val_loss': 0.08403529971837997, 'val_binary_accuracy': 1, '_wandb': {'runtime': 102}, 'best_val_loss': 0.08403529971837997, 'binary_crossentropy': 7.234486929519335e-07, '_step': 432, 'graph': {'path': 'media/graph/graph_summary_31254ec000ffc27cee93.graph.json', 'size': 769, '_type': 'graph-file', 'sha256': '31254ec000ffc27cee939e8b4d65f82f9628299e230d538d25f7e55c8d9d59c0'}}","{'epochs': 750, 'dropout_2': 0.3416376936100543, 'trainable': False, 'batch_size': 15, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 832, 'train_split': 0.7}",sweepy-sweep-382
81,"{'_runtime': 57, 'best_epoch': 208, 'loss': 2.145742428183439e-06, '_step': 208, 'val_binary_crossentropy': 0.15033358335494995, 'best_val_loss': 0.15033358335494995, 'binary_accuracy': 1, 'binary_crossentropy': 2.145742428183439e-06, 'val_binary_accuracy': 1, 'epoch': 208, '_wandb': {'runtime': 55}, '_timestamp': 1639559184, 'graph': {'size': 771, '_type': 'graph-file', 'sha256': '46550e59dd3e775902643494c2d6f3be4fb8bfe92afbd170ea4e5fb92929b21b', 'path': 'media/graph/graph_summary_46550e59dd3e77590264.graph.json'}, 'val_loss': 0.15033358335494995}","{'epochs': 750, 'dropout_2': 0.442080022673783, 'trainable': False, 'batch_size': 48, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 1934, 'train_split': 0.7}",legendary-sweep-381
82,"{'loss': 2.627482729167241e-07, '_wandb': {'runtime': 40}, '_runtime': 43, '_timestamp': 1639559107, 'best_epoch': 141, 'val_binary_accuracy': 1, 'graph': {'path': 'media/graph/graph_summary_84ea48b7fc4f9382d9d6.graph.json', 'size': 741, '_type': 'graph-file', 'sha256': '84ea48b7fc4f9382d9d6a9555c4e08aff5119fd74d6fc4198924b15b246ca3d9'}, 'val_loss': 0.00044516497291624546, '_step': 141, 'epoch': 141, 'best_val_loss': 0.00044516497291624546, 'binary_accuracy': 1, 'binary_crossentropy': 2.627482729167241e-07, 'val_binary_crossentropy': 0.00044516497291624546}","{'epochs': 750, 'dropout_2': 0.17293385508176562, 'trainable': False, 'batch_size': 17, 'preprocess': 'simple', 'pretrained': False, 'dense_units': 1567, 'train_split': 0.7}",trim-sweep-380
83,"{'binary_crossentropy': 4.818211527890526e-05, 'loss': 4.818211527890526e-05, 'graph': {'path': 'media/graph/graph_summary_aba703055aea0d3936a7.graph.json', 'size': 769, '_type': 'graph-file', 'sha256': 'aba703055aea0d3936a7505b6431d5aa7fe0f6104d29f9d07688b654df7654fe'}, '_wandb': {'runtime': 40}, 'best_val_loss': 0.31537294387817383, 'epoch': 140, 'val_loss': 0.31537294387817383, 'best_epoch': 140, 'val_binary_crossentropy': 0.31537294387817383, '_step': 140, '_runtime': 42, '_timestamp': 1639559048, 'binary_accuracy': 1, 'val_binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.22339941181165873, 'trainable': True, 'batch_size': 31, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 486, 'train_split': 0.7}",fresh-sweep-379
84,"{'loss': 3.494559734917857e-07, 'val_loss': 0.2182132601737976, '_timestamp': 1639558988, 'binary_accuracy': 1, 'val_binary_accuracy': 1, '_runtime': 128, 'binary_crossentropy': 3.494559734917857e-07, 'val_binary_crossentropy': 0.2182132601737976, '_step': 541, 'epoch': 541, 'graph': {'path': 'media/graph/graph_summary_f0a91176256ee3631d3b.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': 'f0a91176256ee3631d3bfaf3b1093b3c734b92df30184347195262ee6d8e5c67'}, '_wandb': {'runtime': 126}, 'best_epoch': 541, 'best_val_loss': 0.2182132601737976}","{'epochs': 750, 'dropout_2': 0.05237146524150904, 'trainable': True, 'batch_size': 31, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 387, 'train_split': 0.7}",worldly-sweep-378
85,"{'_step': 132, 'graph': {'path': 'media/graph/graph_summary_3e0e4b2fd57596d67740.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': '3e0e4b2fd57596d67740a97b26bb961815661ea2d764cc1e5b72999785ab3064'}, 'binary_crossentropy': 7.971844979692833e-07, 'epoch': 132, 'best_val_loss': 0.1901809275150299, 'binary_accuracy': 1, 'val_loss': 0.1901809275150299, '_timestamp': 1639558840, 'best_epoch': 132, 'val_binary_crossentropy': 0.1901809275150299, 'loss': 7.971844979692833e-07, '_wandb': {'runtime': 40}, '_runtime': 41, 'val_binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.07719276074088144, 'trainable': False, 'batch_size': 11, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 1671, 'train_split': 0.7}",dauntless-sweep-377
86,"{'val_binary_accuracy': 1, 'loss': 1.6094787724796333e-08, 'epoch': 108, '_wandb': {'runtime': 36}, 'best_val_loss': 0.0010416291188448668, 'binary_crossentropy': 1.6094787724796333e-08, 'val_binary_crossentropy': 0.0010416291188448668, '_timestamp': 1639558774, 'best_epoch': 108, 'binary_accuracy': 1, '_step': 108, 'graph': {'sha256': 'ae8253e74b1fdabb9215d83b506203fe74a05eb0f5545d2ef7228404d7f7acdb', 'path': 'media/graph/graph_summary_ae8253e74b1fdabb9215.graph.json', 'size': 741, '_type': 'graph-file'}, '_runtime': 38, 'val_loss': 0.0010416291188448668}","{'epochs': 750, 'dropout_2': 0.09355243531077684, 'trainable': False, 'batch_size': 43, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 2324, 'train_split': 0.7}",stellar-sweep-376
87,"{'best_epoch': 177, 'best_val_loss': 0.008002559654414654, 'binary_crossentropy': 5.4301081036101095e-06, 'val_binary_accuracy': 1, 'graph': {'path': 'media/graph/graph_summary_217b063b84d145e9ad0b.graph.json', 'size': 739, '_type': 'graph-file', 'sha256': '217b063b84d145e9ad0bdfb76fa5788f344bfe194462c4dacf18dc7810466f42'}, '_wandb': {'runtime': 49}, '_runtime': 51, 'loss': 5.4301081036101095e-06, 'val_loss': 0.008002559654414654, 'binary_accuracy': 1, '_step': 177, 'epoch': 177, 'val_binary_crossentropy': 0.008002559654414654, '_timestamp': 1639558720}","{'epochs': 750, 'dropout_2': 0.4504350048129304, 'trainable': False, 'batch_size': 8, 'preprocess': 'simple', 'pretrained': False, 'dense_units': 509, 'train_split': 0.7}",glamorous-sweep-375
88,"{'_wandb': {'runtime': 87}, '_timestamp': 1639558652, 'binary_crossentropy': 1.0403987289464569e-05, 'val_binary_crossentropy': 0.000776160042732954, 'loss': 1.0403987289464569e-05, 'epoch': 366, 'graph': {'_type': 'graph-file', 'sha256': '658ca9fb8f1ec63a103c76312267be0e6b946d40962396f492cdc0a900dc2e03', 'path': 'media/graph/graph_summary_658ca9fb8f1ec63a103c.graph.json', 'size': 738}, 'val_loss': 0.000776160042732954, '_step': 366, 'best_epoch': 366, 'binary_accuracy': 1, '_runtime': 89, 'best_val_loss': 0.000776160042732954, 'val_binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.2215230024796696, 'trainable': True, 'batch_size': 6, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 104, 'train_split': 0.7}",gallant-sweep-374
89,"{'binary_accuracy': 1, 'val_binary_crossentropy': 0.10222989320755003, 'val_binary_accuracy': 1, 'loss': 4.31201551691629e-05, '_timestamp': 1639558546, 'graph': {'path': 'media/graph/graph_summary_077c362bef2189d9a421.graph.json', 'size': 768, '_type': 'graph-file', 'sha256': '077c362bef2189d9a421c531778e805e5e54d891be4f0f57e80efce310e49037'}, '_wandb': {'runtime': 74}, '_runtime': 77, 'val_loss': 0.10222989320755003, 'best_epoch': 302, 'best_val_loss': 0.10222989320755003, 'binary_crossentropy': 4.31201551691629e-05, '_step': 302, 'epoch': 302}","{'epochs': 750, 'dropout_2': 0.24441358516266132, 'trainable': False, 'batch_size': 20, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 139, 'train_split': 0.7}",breezy-sweep-373
90,"{'_wandb': {'runtime': 58}, '_timestamp': 1639558450, 'best_epoch': 215, 'val_binary_accuracy': 1, 'binary_crossentropy': 9.372644882432725e-08, 'val_binary_crossentropy': 0.0013468420365825295, '_step': 215, 'graph': {'size': 741, '_type': 'graph-file', 'sha256': '8628d5dab7f402f115593a9237b13ba1c50d8d85371a794b7f6c3d3bae0335b6', 'path': 'media/graph/graph_summary_8628d5dab7f402f11559.graph.json'}, '_runtime': 60, 'val_loss': 0.0013468420365825295, 'best_val_loss': 0.0013468420365825295, 'loss': 9.372644882432725e-08, 'epoch': 215, 'binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.30067838283528586, 'trainable': True, 'batch_size': 28, 'preprocess': 'simple', 'pretrained': False, 'dense_units': 2039, 'train_split': 0.7}",prime-sweep-372
91,"{'_step': 537, 'epoch': 537, 'val_loss': 0.22726166248321533, 'loss': 1.1498246976771045e-07, '_wandb': {'runtime': 123}, 'binary_crossentropy': 1.1498246976771045e-07, 'graph': {'path': 'media/graph/graph_summary_c6d4607a12308dd54a2a.graph.json', 'size': 769, '_type': 'graph-file', 'sha256': 'c6d4607a12308dd54a2af40b9242af01d932db632885a371a7357b5a7f538686'}, '_timestamp': 1639558374, 'best_epoch': 537, 'val_binary_accuracy': 1, '_runtime': 126, 'best_val_loss': 0.22726166248321533, 'binary_accuracy': 1, 'val_binary_crossentropy': 0.22726166248321533}","{'epochs': 750, 'dropout_2': 0.034787919563467384, 'trainable': True, 'batch_size': 27, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 557, 'train_split': 0.7}",sandy-sweep-371
92,"{'val_binary_crossentropy': 0.09411730617284776, 'loss': 4.711966710146953e-07, '_step': 551, '_timestamp': 1639558229, 'epoch': 551, '_wandb': {'runtime': 127}, 'val_loss': 0.09411730617284776, 'binary_crossentropy': 4.711966710146953e-07, 'graph': {'path': 'media/graph/graph_summary_13990ed26004f03fe6b5.graph.json', 'size': 769, '_type': 'graph-file', 'sha256': '13990ed26004f03fe6b52264808e450d7fcadb664dc4160e3736eec1e8375cb7'}, 'best_epoch': 551, 'best_val_loss': 0.09411730617284776, '_runtime': 130, 'binary_accuracy': 1, 'val_binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.09068639442340189, 'trainable': False, 'batch_size': 26, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 505, 'train_split': 0.7}",dazzling-sweep-370
93,"{'_step': 497, 'best_epoch': 497, 'binary_accuracy': 1, 'graph': {'path': 'media/graph/graph_summary_3501828caa21ae51c1e9.graph.json', 'size': 739, '_type': 'graph-file', 'sha256': '3501828caa21ae51c1e951c84fcdabe5c0022c8be7a75594b68b9e6b9cb466aa'}, '_runtime': 120, 'val_loss': 0.000782206014264375, '_timestamp': 1639558083, 'val_binary_accuracy': 1, 'val_binary_crossentropy': 0.000782206014264375, '_wandb': {'runtime': 117}, 'binary_crossentropy': 7.760256437450154e-08, 'loss': 7.760256437450154e-08, 'epoch': 497, 'best_val_loss': 0.000782206014264375}","{'epochs': 750, 'dropout_2': 0.06464618732791022, 'trainable': False, 'batch_size': 12, 'preprocess': 'simple', 'pretrained': False, 'dense_units': 662, 'train_split': 0.7}",legendary-sweep-369
94,"{'epoch': 92, 'binary_accuracy': 1, 'binary_crossentropy': 6.0915544963791035e-06, 'val_binary_accuracy': 1, '_runtime': 32, 'val_loss': 0.006436719559133053, '_timestamp': 1639557943, 'loss': 6.0915544963791035e-06, '_step': 92, 'graph': {'size': 739, '_type': 'graph-file', 'sha256': '22a14bbdf0775f522f0f4c41e90ece0eb0c0988c45a7d7833fe6b8a44a27e6a6', 'path': 'media/graph/graph_summary_22a14bbdf0775f522f0f.graph.json'}, '_wandb': {'runtime': 30}, 'best_epoch': 92, 'best_val_loss': 0.006436719559133053, 'val_binary_crossentropy': 0.006436719559133053}","{'epochs': 750, 'dropout_2': 0.41900573055759627, 'trainable': True, 'batch_size': 28, 'preprocess': 'simple', 'pretrained': False, 'dense_units': 688, 'train_split': 0.7}",zesty-sweep-368
95,"{'best_val_loss': 0.14340247213840485, 'binary_crossentropy': 1.631419650038879e-06, 'val_binary_crossentropy': 0.14340247213840485, 'graph': {'path': 'media/graph/graph_summary_735cb2a3d71da0b9799c.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': '735cb2a3d71da0b9799caac7494f9402c0456ae5dbbd7de346b7d5afd7afb0c2'}, 'best_epoch': 139, 'binary_accuracy': 1, 'val_binary_accuracy': 1, 'val_loss': 0.14340247213840485, 'loss': 1.631419650038879e-06, '_step': 139, '_wandb': {'runtime': 43}, '_runtime': 46, 'epoch': 139, '_timestamp': 1639557894}","{'epochs': 750, 'dropout_2': 0.4789163765415758, 'trainable': True, 'batch_size': 20, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 1551, 'train_split': 0.7}",driven-sweep-367
96,"{'epoch': 251, 'graph': {'sha256': 'c8ab357f6dececb7e501a92116aa6db9e0c00c63dd4179c7b77127f51c9fa756', 'path': 'media/graph/graph_summary_c8ab357f6dececb7e501.graph.json', 'size': 771, '_type': 'graph-file'}, '_wandb': {'runtime': 65}, 'binary_accuracy': 1, 'val_binary_accuracy': 1, '_step': 251, '_runtime': 67, '_timestamp': 1639557831, 'best_epoch': 251, 'val_binary_crossentropy': 0.16085253655910492, 'loss': 9.923464858729858e-07, 'val_loss': 0.16085253655910492, 'best_val_loss': 0.16085253655910492, 'binary_crossentropy': 9.923464858729858e-07}","{'epochs': 750, 'dropout_2': 0.16533433429362854, 'trainable': True, 'batch_size': 9, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 1299, 'train_split': 0.7}",cool-sweep-366
97,"{'loss': 1.227506345458096e-06, 'epoch': 207, 'val_loss': 0.0983828604221344, 'binary_accuracy': 1, 'val_binary_crossentropy': 0.0983828604221344, 'binary_crossentropy': 1.227506345458096e-06, '_step': 207, '_wandb': {'runtime': 56}, '_runtime': 58, 'best_epoch': 207, 'graph': {'path': 'media/graph/graph_summary_180649de28afbd498e3c.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': '180649de28afbd498e3c83c2f69af4dc0148aa57fe08080eb70b560961de215f'}, '_timestamp': 1639557749, 'best_val_loss': 0.0983828604221344, 'val_binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.3111968061209697, 'trainable': False, 'batch_size': 16, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 1018, 'train_split': 0.7}",fresh-sweep-365
98,"{'_wandb': {'runtime': 34}, 'best_epoch': 106, 'best_val_loss': 0.1185021549463272, 'binary_crossentropy': 8.880532732291613e-06, 'graph': {'path': 'media/graph/graph_summary_5a9c820cc1bd000edc51.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': '5a9c820cc1bd000edc517e9ff164e8e02c5b710428a92e0f2c9c78685f274f04'}, 'val_binary_crossentropy': 0.1185021549463272, '_step': 106, 'epoch': 106, '_runtime': 36, 'val_loss': 0.1185021549463272, 'binary_accuracy': 1, 'loss': 8.880532732291613e-06, '_timestamp': 1639557675, 'val_binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.3581834968945986, 'trainable': False, 'batch_size': 13, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 2399, 'train_split': 0.7}",clean-sweep-364
99,"{'graph': {'size': 766, '_type': 'graph-file', 'sha256': '6af2977a469d7ddbd21c1394d83824459ef06da5b0f0d771219a337b4278d0a6', 'path': 'media/graph/graph_summary_6af2977a469d7ddbd21c.graph.json'}, '_timestamp': 1639557620, 'val_binary_crossentropy': 0.16911150515079498, 'loss': 4.162461846135557e-05, 'epoch': 270, '_runtime': 70, 'binary_crossentropy': 4.162461846135557e-05, 'val_binary_accuracy': 1, '_wandb': {'runtime': 67}, 'val_loss': 0.16911150515079498, 'best_epoch': 270, 'best_val_loss': 0.16911150515079498, '_step': 270, 'binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.49441473498580024, 'trainable': True, 'batch_size': 37, 'preprocess': 'simple', 'pretrained': True, 'dense_units': 49, 'train_split': 0.7}",fragrant-sweep-363
100,"{'_step': 251, 'epoch': 251, '_wandb': {'runtime': 64}, '_timestamp': 1639557532, 'loss': 8.792869266471826e-06, '_runtime': 67, 'binary_accuracy': 1, 'best_epoch': 251, 'best_val_loss': 0.35901588201522827, 'binary_crossentropy': 8.792869266471826e-06, 'val_binary_accuracy': 1, 'val_binary_crossentropy': 0.35901588201522827, 'graph': {'sha256': '39ffa31f1b67b7cf33bacfeccaca4a816d6be8d7b7bba38f6a7837f42d7ce59f', 'path': 'media/graph/graph_summary_39ffa31f1b67b7cf33ba.graph.json', 'size': 768, '_type': 'graph-file'}, 'val_loss': 0.35901588201522827}","{'epochs': 750, 'dropout_2': 0.2798929453455181, 'trainable': False, 'batch_size': 9, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 428, 'train_split': 0.7}",tough-sweep-362
101,"{'loss': 7.980080596325935e-08, 'epoch': 145, '_timestamp': 1639557449, 'binary_crossentropy': 7.980080596325935e-08, '_step': 145, '_wandb': {'runtime': 44}, 'best_val_loss': 6.101269173086621e-05, 'val_binary_accuracy': 1, 'graph': {'path': 'media/graph/graph_summary_89e045a968fb5512a0c5.graph.json', 'size': 741, '_type': 'graph-file', 'sha256': '89e045a968fb5512a0c5db41b1067f33b63d19b926cc52457753a06a044008b8'}, '_runtime': 46, 'val_loss': 6.101269173086621e-05, 'best_epoch': 145, 'val_binary_crossentropy': 6.101269173086621e-05, 'binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.2785821908603295, 'trainable': True, 'batch_size': 34, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 2059, 'train_split': 0.7}",laced-sweep-361
102,"{'_step': 123, 'binary_crossentropy': 3.4310987757635303e-06, 'val_loss': 0.0004114263574592769, 'loss': 3.4310987757635303e-06, 'epoch': 123, 'graph': {'path': 'media/graph/graph_summary_174504ec76d974318f57.graph.json', 'size': 739, '_type': 'graph-file', 'sha256': '174504ec76d974318f5706db739f36d2daed407cda14b26af3eacb12164e0e33'}, '_timestamp': 1639557387, 'best_epoch': 123, 'best_val_loss': 0.0004114263574592769, 'binary_accuracy': 1, 'val_binary_accuracy': 1, 'val_binary_crossentropy': 0.0004114263574592769, '_wandb': {'runtime': 38}, '_runtime': 41}","{'epochs': 750, 'dropout_2': 0.3601439873401278, 'trainable': False, 'batch_size': 8, 'preprocess': 'medium', 'pretrained': False, 'dense_units': 927, 'train_split': 0.7}",graceful-sweep-360
103,"{'best_epoch': 92, '_step': 92, 'graph': {'path': 'media/graph/graph_summary_dd190b61cd56569e0a13.graph.json', 'size': 771, '_type': 'graph-file', 'sha256': 'dd190b61cd56569e0a13c5efdef7a512bb42513ee90a55224392ec3cc4815847'}, '_wandb': {'runtime': 32}, 'epoch': 92, '_runtime': 34, 'binary_crossentropy': 9.534269338473678e-06, 'val_binary_crossentropy': 0.22977882623672485, 'loss': 9.534269338473678e-06, 'val_loss': 0.22977882623672485, 'val_binary_accuracy': 1, '_timestamp': 1639557327, 'best_val_loss': 0.22977882623672485, 'binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.4817634161677112, 'trainable': False, 'batch_size': 5, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 1948, 'train_split': 0.7}",hopeful-sweep-359
104,"{'_runtime': 133, 'best_val_loss': 0.036710310727357864, 'val_loss': 0.036710310727357864, 'binary_crossentropy': 5.3018503365365184e-08, 'graph': {'path': 'media/graph/graph_summary_4048a360e4fb4baffe59.graph.json', 'size': 769, '_type': 'graph-file', 'sha256': '4048a360e4fb4baffe59a9b77133cc52974cd8ebfbf9a121c3b1656fc9e2165d'}, '_wandb': {'runtime': 130}, '_timestamp': 1639557273, 'val_binary_accuracy': 1, 'val_binary_crossentropy': 0.036710310727357864, 'loss': 5.3018503365365184e-08, '_step': 541, 'epoch': 541, 'best_epoch': 541, 'binary_accuracy': 1}","{'epochs': 750, 'dropout_2': 0.021453145218931047, 'trainable': False, 'batch_size': 41, 'preprocess': 'medium', 'pretrained': True, 'dense_units': 572, 'train_split': 0.7}",golden-sweep-358
